138	RewriteAbbreviateMusic_Default_Default_SpaceInsertBefore_Default_Default	rewriteApplyAbbreviateMusic.fst,spaceApplyDefault.fst,rewriteApplyDefault.fst		
139	RewriteMathTo_Default_Default_Default_Default_Default	rewriteApplyMathTo.fst,spaceApplyRemoveBefore.fst,rewriteApplyDefault.fst		
140	RewriteCardinalDecadeFirstDigit_Default_Default_Default_MarkStartMajorCurrency_Default	rewriteApplyCardinalDecadeFirstDigit.fst,spaceApplyRemoveBefore.fst,rewriteApplyDefault.fst	MajorCurrency	
141	RewriteCardinalDigit_Default_Default_Default_Default_MarkEndArabicToRoman	rewriteApplyCardinalDigit.fst,spaceApplyRemoveBefore.fst,rewriteApplyDefault.fst		ArabicToRoman
142	RewriteCardinalMagnitude4s_Default_Default_Default_Default_Default	rewriteApplyCardinalMagnitude4s.fst,spaceApplyRemoveBefore.fst,rewriteApplyDefault.fst		
143	RewriteCardinalDigit_Default_AppendComma_SpaceInsertBefore_MarkStartMajorCurrency_Default	rewriteApplyCardinalDigit.fst,appendApplyComma.fst,spaceApplyDefault.fst,rewriteApplyDefault.fst	MajorCurrency	
144	Default_Default_Default_Default_MarkStartDouble_Default	spaceApplyRemoveBefore.fst,rewriteApplyDefault.fst	Double	
145	Default_Default_Default_SpaceInsertBefore_MarkStartDoubleL_Default	spaceApplyDefault.fst,rewriteApplyDefault.fst	DoubleL	
146	Default_Default_Default_Default_MarkStartDoubleL_Default	spaceApplyRemoveBefore.fst,rewriteApplyDefault.fst	DoubleL	
147	RewriteCardinalMagnitude5s_Default_Default_Default_Default_Default	rewriteApplyCardinalMagnitude5s.fst,spaceApplyRemoveBefore.fst,rewriteApplyDefault.fst		
148	RewriteDash_Default_Default_Default_Default_Default	rewriteApplyDash.fst,spaceApplyRemoveBefore.fst,rewriteApplyDefault.fst		
149	RewriteRadioAlphabetLower_Default_Default_SpaceInsertBefore_Default_Default	rewriteApplyRadioAlphabetLower.fst,spaceApplyDefault.fst,rewriteApplyDefault.fst		
150	Default_Default_Default_Default_MarkStartTriple_Default	spaceApplyRemoveBefore.fst,rewriteApplyDefault.fst	Triple	
151	RewriteDenominatorMagnitude_Default_Default_Default_Default_Default	rewriteApplyDenominatorMagnitude.fst,spaceApplyRemoveBefore.fst,rewriteApplyDefault.fst		
152	RewriteMajorCurrency_Default_Default_SpaceInsertBefore_Default_Default	rewriteApplyMajorCurrency.fst,spaceApplyDefault.fst,rewriteApplyDefault.fst		
153	Default_Default_Default_SpaceInsertBefore_Default_MarkEndTriple	spaceApplyDefault.fst,rewriteApplyDefault.fst		Triple
154	RewriteOrdinalMagnitude_Default_Default_Default_Default_Default	rewriteApplyOrdinalMagnitude.fst,spaceApplyRemoveBefore.fst,rewriteApplyDefault.fst		
155	RewriteCardinalTwoDigit_Default_AppendSlash_Default_Default_Default	rewriteApplyCardinalTwoDigit.fst,appendApplySlash.fst,spaceApplyRemoveBefore.fst,rewriteApplyDefault.fst		
156	RewriteEmail_Default_Default_Default_Default_Default	rewriteApplyEmail.fst,spaceApplyRemoveBefore.fst,rewriteApplyDefault.fst		
157	RewriteCardinalTwoDigit_Default_Default_Default_MarkStartMajorCurrency_Default	rewriteApplyCardinalTwoDigit.fst,spaceApplyRemoveBefore.fst,rewriteApplyDefault.fst	MajorCurrency	
158	RewriteCardinalDigit_Default_Default_SpaceInsertBefore_Default_MarkEndTriple	rewriteApplyCardinalDigit.fst,spaceApplyDefault.fst,rewriteApplyDefault.fst		Triple
159	RewriteDecimalMagnitude1s_Default_Default_Default_Default_Default	rewriteApplyDecimalMagnitude1s.fst,spaceApplyRemoveBefore.fst,rewriteApplyDefault.fst		
160	RewriteDecimalMagnitude0s_Default_Default_Default_Default_Default	rewriteApplyDecimalMagnitude0s.fst,spaceApplyRemoveBefore.fst,rewriteApplyDefault.fst		
